name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.683,-0.024,3.839,0.006,08:43:18,17-10-2024
scotiabank,bank,3.685,0.008,3.856,0.002,08:43:18,17-10-2024
Interbank,bank,3.7,-0.01,3.815,0.009,08:43:18,17-10-2024
bcp,bank,3.724,-0.004,3.812,-0.001,08:43:18,17-10-2024
nacion,bank,3.74,0.01,3.81,0.01,08:43:18,17-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,08:43:18,17-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,08:43:18,17-10-2024
euro ocoña,currency,4.237,-0.014,4.265,-0.01,08:43:18,17-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,08:43:18,17-10-2024
Interbank,bank,3.301,-0.399,4.232,0.417,09:23:58,17-10-2024
scotiabank,bank,3.688,0.003,3.863,0.007,09:23:58,17-10-2024
bbva,bank,3.71,0.027,3.839,0.0,09:23:58,17-10-2024
bcp,bank,3.732,0.008,3.82,0.008,09:23:58,17-10-2024
nacion,bank,3.75,0.01,3.81,0.0,09:23:58,17-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,09:23:58,17-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,09:23:58,17-10-2024
euro ocoña,currency,4.237,-0.014,4.265,-0.01,09:23:58,17-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,09:23:58,17-10-2024
Interbank,bank,3.301,-0.399,4.232,0.417,09:42:36,17-10-2024
scotiabank,bank,3.688,0.003,3.863,0.007,09:42:36,17-10-2024
bbva,bank,3.71,0.027,3.839,0.0,09:42:36,17-10-2024
bcp,bank,3.732,0.008,3.82,0.008,09:42:36,17-10-2024
nacion,bank,3.75,0.01,3.81,0.0,09:42:36,17-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,09:42:36,17-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,09:42:36,17-10-2024
euro ocoña,currency,4.237,-0.014,4.265,-0.01,09:42:36,17-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,09:42:36,17-10-2024
Interbank,bank,3.301,-0.399,4.232,0.417,10:25:32,17-10-2024
scotiabank,bank,3.688,0.003,3.863,0.007,10:25:32,17-10-2024
bbva,bank,3.71,0.027,3.839,0.0,10:25:32,17-10-2024
bcp,bank,3.732,0.008,3.82,0.008,10:25:32,17-10-2024
nacion,bank,3.75,0.01,3.81,0.0,10:25:32,17-10-2024
Yuan,currency,0.5,0.01,0.555,0.0,10:25:32,17-10-2024
canada,currency,2.7,-0.03,2.83,-0.02,10:25:32,17-10-2024
euro ocoña,currency,4.237,-0.014,4.265,-0.01,10:25:32,17-10-2024
Libra,currency,5.01,-0.01,5.14,0.0,10:25:32,17-10-2024
