name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.678,-0.025,3.846,0.017,08:29:09,01-11-2024
scotiabank,bank,3.685,0.01,3.863,0.01,08:29:09,01-11-2024
nacion,bank,3.73,-0.01,3.8,-0.01,08:29:09,01-11-2024
bcp,bank,3.731,0.007,3.818,0.009,08:29:09,01-11-2024
Interbank,bank,3.735,0.005,3.82,0.018,08:29:09,01-11-2024
Yuan,currency,0.49,-0.002,0.58,0.0,08:29:09,01-11-2024
canada,currency,2.63,0.0,2.783,-0.002,08:29:09,01-11-2024
euro ocoña,currency,4.202,0.002,4.222,0.002,08:29:09,01-11-2024
Libra,currency,4.975,0.005,5.08,0.0,08:29:09,01-11-2024
bbva,bank,3.678,-0.025,3.846,0.017,08:42:05,01-11-2024
scotiabank,bank,3.685,0.01,3.863,0.01,08:42:05,01-11-2024
nacion,bank,3.73,-0.01,3.8,-0.01,08:42:05,01-11-2024
bcp,bank,3.731,0.007,3.818,0.009,08:42:05,01-11-2024
Interbank,bank,3.735,0.005,3.82,0.018,08:42:05,01-11-2024
Yuan,currency,0.49,-0.002,0.58,0.0,08:42:05,01-11-2024
canada,currency,2.63,0.0,2.783,-0.002,08:42:05,01-11-2024
euro ocoña,currency,4.202,0.002,4.222,0.002,08:42:05,01-11-2024
Libra,currency,4.975,0.005,5.08,0.0,08:42:05,01-11-2024
bbva,bank,3.678,-0.025,3.846,0.017,09:23:29,01-11-2024
scotiabank,bank,3.685,0.01,3.863,0.01,09:23:29,01-11-2024
nacion,bank,3.73,-0.01,3.8,-0.01,09:23:29,01-11-2024
bcp,bank,3.731,0.007,3.818,0.009,09:23:29,01-11-2024
Interbank,bank,3.735,0.005,3.82,0.018,09:23:29,01-11-2024
Yuan,currency,0.49,-0.002,0.58,0.0,09:23:29,01-11-2024
canada,currency,2.63,0.0,2.783,-0.002,09:23:29,01-11-2024
euro ocoña,currency,4.202,0.002,4.222,0.002,09:23:29,01-11-2024
Libra,currency,4.975,0.005,5.08,0.0,09:23:29,01-11-2024
bbva,bank,3.678,-0.025,3.846,0.017,09:42:24,01-11-2024
scotiabank,bank,3.685,0.01,3.863,0.01,09:42:24,01-11-2024
nacion,bank,3.73,-0.01,3.8,-0.01,09:42:24,01-11-2024
bcp,bank,3.731,0.007,3.818,0.009,09:42:24,01-11-2024
Interbank,bank,3.735,0.005,3.82,0.018,09:42:24,01-11-2024
Yuan,currency,0.49,-0.002,0.58,0.0,09:42:24,01-11-2024
canada,currency,2.63,0.0,2.783,-0.002,09:42:24,01-11-2024
euro ocoña,currency,4.202,0.002,4.222,0.002,09:42:24,01-11-2024
Libra,currency,4.975,0.005,5.08,0.0,09:42:24,01-11-2024
bbva,bank,3.678,-0.025,3.846,0.017,10:25:09,01-11-2024
scotiabank,bank,3.685,0.01,3.863,0.01,10:25:09,01-11-2024
nacion,bank,3.73,-0.01,3.8,-0.01,10:25:09,01-11-2024
bcp,bank,3.731,0.007,3.818,0.009,10:25:09,01-11-2024
Interbank,bank,3.735,0.005,3.82,0.018,10:25:09,01-11-2024
Yuan,currency,0.49,-0.002,0.58,0.0,10:25:09,01-11-2024
canada,currency,2.63,0.0,2.783,-0.002,10:25:09,01-11-2024
euro ocoña,currency,4.202,0.002,4.222,0.002,10:25:09,01-11-2024
Libra,currency,4.975,0.005,5.08,0.0,10:25:09,01-11-2024
bbva,bank,3.678,-0.025,3.846,0.017,10:42:16,01-11-2024
scotiabank,bank,3.685,0.01,3.863,0.01,10:42:16,01-11-2024
nacion,bank,3.73,-0.01,3.8,-0.01,10:42:16,01-11-2024
bcp,bank,3.731,0.007,3.818,0.009,10:42:16,01-11-2024
Interbank,bank,3.735,0.005,3.82,0.018,10:42:16,01-11-2024
Yuan,currency,0.49,-0.002,0.58,0.0,10:42:16,01-11-2024
canada,currency,2.63,0.0,2.783,-0.002,10:42:16,01-11-2024
euro ocoña,currency,4.202,0.002,4.222,0.002,10:42:16,01-11-2024
Libra,currency,4.975,0.005,5.08,0.0,10:42:16,01-11-2024
bbva,bank,3.678,-0.025,3.846,0.017,11:28:58,01-11-2024
scotiabank,bank,3.685,0.01,3.863,0.01,11:28:58,01-11-2024
nacion,bank,3.73,-0.01,3.8,-0.01,11:28:58,01-11-2024
bcp,bank,3.731,0.007,3.818,0.009,11:28:58,01-11-2024
Interbank,bank,3.735,0.005,3.82,0.018,11:28:58,01-11-2024
Yuan,currency,0.49,-0.002,0.58,0.0,11:28:58,01-11-2024
canada,currency,2.63,0.0,2.783,-0.002,11:28:58,01-11-2024
euro ocoña,currency,4.202,0.002,4.222,0.002,11:28:58,01-11-2024
Libra,currency,4.975,0.005,5.08,0.0,11:28:58,01-11-2024
bbva,bank,3.678,-0.025,3.846,0.017,11:45:32,01-11-2024
scotiabank,bank,3.685,0.01,3.863,0.01,11:45:32,01-11-2024
nacion,bank,3.73,-0.01,3.8,-0.01,11:45:32,01-11-2024
bcp,bank,3.731,0.007,3.818,0.009,11:45:32,01-11-2024
Interbank,bank,3.735,0.005,3.82,0.018,11:45:32,01-11-2024
Yuan,currency,0.49,-0.002,0.58,0.0,11:45:32,01-11-2024
canada,currency,2.63,0.0,2.783,-0.002,11:45:32,01-11-2024
euro ocoña,currency,4.202,0.002,4.222,0.002,11:45:32,01-11-2024
Libra,currency,4.975,0.005,5.08,0.0,11:45:32,01-11-2024
bbva,bank,3.678,-0.025,3.846,0.017,12:22:11,01-11-2024
scotiabank,bank,3.685,0.01,3.863,0.01,12:22:11,01-11-2024
nacion,bank,3.73,-0.01,3.8,-0.01,12:22:11,01-11-2024
bcp,bank,3.731,0.007,3.818,0.009,12:22:11,01-11-2024
Interbank,bank,3.735,0.005,3.82,0.018,12:22:11,01-11-2024
Yuan,currency,0.49,-0.002,0.58,0.0,12:22:11,01-11-2024
canada,currency,2.63,0.0,2.783,-0.002,12:22:11,01-11-2024
euro ocoña,currency,4.202,0.002,4.222,0.002,12:22:11,01-11-2024
Libra,currency,4.975,0.005,5.08,0.0,12:22:11,01-11-2024
bbva,bank,3.678,-0.025,3.846,0.017,12:41:23,01-11-2024
scotiabank,bank,3.685,0.01,3.863,0.01,12:41:23,01-11-2024
