name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.67,-0.036,3.832,-0.002,08:30:59,29-10-2024
scotiabank,bank,3.675,0.0,3.853,0.0,08:30:59,29-10-2024
bcp,bank,3.721,-0.006,3.807,-0.007,08:30:59,29-10-2024
nacion,bank,3.73,0.0,3.8,0.0,08:30:59,29-10-2024
Interbank,bank,3.735,-0.015,3.795,0.003,08:30:59,29-10-2024
Yuan,currency,0.495,0.0,0.58,0.005,08:30:59,29-10-2024
canada,currency,2.635,-0.075,2.785,-0.055,08:30:59,29-10-2024
euro ocoña,currency,4.217,0.002,4.235,0.0,08:30:59,29-10-2024
Libra,currency,4.97,-0.03,5.08,-0.04,08:30:59,29-10-2024
bbva,bank,3.67,-0.036,3.832,-0.002,08:43:50,29-10-2024
scotiabank,bank,3.675,0.0,3.853,0.0,08:43:50,29-10-2024
bcp,bank,3.721,-0.006,3.807,-0.007,08:43:50,29-10-2024
nacion,bank,3.73,0.0,3.8,0.0,08:43:50,29-10-2024
Interbank,bank,3.735,-0.015,3.795,0.003,08:43:50,29-10-2024
Yuan,currency,0.495,0.0,0.58,0.005,08:43:50,29-10-2024
canada,currency,2.635,-0.075,2.785,-0.055,08:43:50,29-10-2024
euro ocoña,currency,4.217,0.002,4.235,0.0,08:43:50,29-10-2024
Libra,currency,4.97,-0.03,5.08,-0.04,08:43:50,29-10-2024
scotiabank,bank,3.675,0.0,3.853,0.0,09:24:18,29-10-2024
bbva,bank,3.706,0.036,3.834,0.002,09:24:18,29-10-2024
bcp,bank,3.727,0.006,3.814,0.007,09:24:18,29-10-2024
nacion,bank,3.73,0.0,3.8,0.0,09:24:18,29-10-2024
Interbank,bank,3.748,0.013,3.792,-0.003,09:24:18,29-10-2024
Yuan,currency,0.495,0.0,0.58,0.005,09:24:18,29-10-2024
canada,currency,2.635,-0.075,2.785,-0.055,09:24:18,29-10-2024
euro ocoña,currency,4.217,0.002,4.235,0.0,09:24:18,29-10-2024
Libra,currency,4.97,-0.03,5.08,-0.04,09:24:18,29-10-2024
