name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.606,-0.031,3.777,0.005,08:30:49,01-10-2024
scotiabank,bank,3.617,-0.002,3.796,0.007,08:30:49,01-10-2024
Interbank,bank,3.655,-0.008,3.795,0.02,08:30:49,01-10-2024
bcp,bank,3.661,-0.001,3.747,0.0,08:30:49,01-10-2024
nacion,bank,3.68,-0.03,3.76,-0.04,08:30:49,01-10-2024
Yuan,currency,0.495,0.013,0.555,-0.005,08:30:49,01-10-2024
canada,currency,2.71,0.0,2.77,-0.02,08:30:49,01-10-2024
euro ocoña,currency,4.28,-0.005,4.3,-0.005,08:30:49,01-10-2024
Libra,currency,5.19,0.04,5.29,0.01,08:30:49,01-10-2024
bbva,bank,3.606,-0.031,3.777,0.005,08:43:38,01-10-2024
scotiabank,bank,3.617,-0.002,3.796,0.007,08:43:38,01-10-2024
Interbank,bank,3.655,-0.008,3.795,0.02,08:43:38,01-10-2024
bcp,bank,3.661,-0.001,3.747,0.0,08:43:38,01-10-2024
nacion,bank,3.68,-0.03,3.76,-0.04,08:43:38,01-10-2024
Yuan,currency,0.495,0.013,0.555,-0.005,08:43:38,01-10-2024
canada,currency,2.71,0.0,2.77,-0.02,08:43:38,01-10-2024
euro ocoña,currency,4.28,-0.005,4.3,-0.005,08:43:38,01-10-2024
Libra,currency,5.19,0.04,5.29,0.01,08:43:38,01-10-2024
scotiabank,bank,3.62,0.003,3.804,0.008,09:23:52,01-10-2024
bbva,bank,3.643,0.037,3.785,0.008,09:23:52,01-10-2024
Interbank,bank,3.665,0.01,3.785,-0.01,09:23:52,01-10-2024
bcp,bank,3.668,0.007,3.76,0.013,09:23:52,01-10-2024
nacion,bank,3.68,-0.03,3.76,-0.04,09:23:52,01-10-2024
Yuan,currency,0.495,0.013,0.555,-0.005,09:23:52,01-10-2024
canada,currency,2.71,0.0,2.77,-0.02,09:23:52,01-10-2024
euro ocoña,currency,4.28,-0.005,4.3,-0.005,09:23:52,01-10-2024
Libra,currency,5.19,0.04,5.29,0.01,09:23:52,01-10-2024
scotiabank,bank,3.62,0.003,3.804,0.008,09:43:27,01-10-2024
bbva,bank,3.643,0.037,3.785,0.008,09:43:27,01-10-2024
Interbank,bank,3.665,0.01,3.785,-0.01,09:43:27,01-10-2024
bcp,bank,3.668,0.007,3.76,0.013,09:43:27,01-10-2024
nacion,bank,3.68,-0.03,3.76,-0.04,09:43:27,01-10-2024
Yuan,currency,0.495,0.013,0.555,-0.005,09:43:27,01-10-2024
canada,currency,2.71,0.0,2.77,-0.02,09:43:27,01-10-2024
euro ocoña,currency,4.28,-0.005,4.3,-0.005,09:43:27,01-10-2024
Libra,currency,5.19,0.04,5.29,0.01,09:43:27,01-10-2024
