name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.707,-0.018,3.9,0.027,08:40:44,05-09-2024
scotiabank,bank,3.707,-0.006,3.882,-0.002,08:40:44,05-09-2024
Interbank,bank,3.72,-0.013,3.855,0.0,08:40:44,05-09-2024
nacion,bank,3.75,0.0,3.82,0.0,08:40:44,05-09-2024
bcp,bank,3.753,-0.003,3.839,-0.003,08:40:44,05-09-2024
Yuan,currency,0.47,0.01,0.56,0.01,08:40:44,05-09-2024
canada,currency,2.76,0.01,2.865,0.005,08:40:44,05-09-2024
euro ocoña,currency,4.296,0.016,4.306,0.006,08:40:44,05-09-2024
Libra,currency,4.97,0.01,5.1,0.03,08:40:44,05-09-2024
scotiabank,bank,3.705,-0.002,3.875,-0.007,09:22:21,05-09-2024
bbva,bank,3.717,0.01,3.864,-0.036,09:22:21,05-09-2024
Interbank,bank,3.725,0.005,3.846,-0.009,09:22:21,05-09-2024
bcp,bank,3.748,-0.005,3.833,-0.006,09:22:21,05-09-2024
nacion,bank,3.75,0.0,3.82,0.0,09:22:21,05-09-2024
Yuan,currency,0.47,0.01,0.56,0.01,09:22:21,05-09-2024
canada,currency,2.76,0.01,2.865,0.005,09:22:21,05-09-2024
euro ocoña,currency,4.296,0.016,4.306,0.006,09:22:21,05-09-2024
Libra,currency,4.97,0.01,5.1,0.03,09:22:21,05-09-2024
scotiabank,bank,3.705,-0.002,3.875,-0.007,09:41:20,05-09-2024
bbva,bank,3.717,0.01,3.864,-0.036,09:41:20,05-09-2024
Interbank,bank,3.725,0.005,3.846,-0.009,09:41:20,05-09-2024
bcp,bank,3.748,-0.005,3.833,-0.006,09:41:20,05-09-2024
nacion,bank,3.75,0.0,3.82,0.0,09:41:20,05-09-2024
Yuan,currency,0.47,0.01,0.56,0.01,09:41:20,05-09-2024
canada,currency,2.76,0.01,2.865,0.005,09:41:20,05-09-2024
euro ocoña,currency,4.296,0.016,4.306,0.006,09:41:20,05-09-2024
Libra,currency,4.97,0.01,5.1,0.03,09:41:20,05-09-2024
