name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.636,-0.037,3.81,0.01,08:28:51,15-12-2024
bcp,bank,3.684,-0.008,3.773,-0.007,08:28:51,15-12-2024
Interbank,bank,3.69,-0.017,3.77,0.002,08:28:51,15-12-2024
nacion,bank,3.69,0.01,3.77,0.01,08:28:51,15-12-2024
scotiabank,bank,3.71,-0.012,3.75,-0.003,08:28:51,15-12-2024
Yuan,currency,0.51,-0.01,0.58,0.0,08:28:51,15-12-2024
canada,currency,2.48,0.02,2.68,0.0,08:28:51,15-12-2024
euro ocoña,currency,4.025,-0.004,4.05,0.0,08:28:51,15-12-2024
Libra,currency,4.755,-0.015,4.885,-0.005,08:28:51,15-12-2024
bbva,bank,3.636,-0.037,3.81,0.01,08:41:21,15-12-2024
bcp,bank,3.684,-0.008,3.773,-0.007,08:41:21,15-12-2024
Interbank,bank,3.69,-0.017,3.77,0.002,08:41:21,15-12-2024
nacion,bank,3.69,0.01,3.77,0.01,08:41:21,15-12-2024
scotiabank,bank,3.71,-0.012,3.75,-0.003,08:41:21,15-12-2024
Yuan,currency,0.51,-0.01,0.58,0.0,08:41:21,15-12-2024
canada,currency,2.48,0.02,2.68,0.0,08:41:21,15-12-2024
euro ocoña,currency,4.025,-0.004,4.05,0.0,08:41:21,15-12-2024
Libra,currency,4.755,-0.015,4.885,-0.005,08:41:21,15-12-2024
bbva,bank,3.636,-0.037,3.81,0.01,09:22:31,15-12-2024
bcp,bank,3.684,-0.008,3.773,-0.007,09:22:31,15-12-2024
Interbank,bank,3.69,-0.017,3.77,0.002,09:22:31,15-12-2024
nacion,bank,3.69,0.01,3.77,0.01,09:22:31,15-12-2024
scotiabank,bank,3.71,-0.012,3.75,-0.003,09:22:31,15-12-2024
Yuan,currency,0.51,-0.01,0.58,0.0,09:22:31,15-12-2024
canada,currency,2.48,0.02,2.68,0.0,09:22:31,15-12-2024
euro ocoña,currency,4.025,-0.004,4.05,0.0,09:22:31,15-12-2024
Libra,currency,4.755,-0.015,4.885,-0.005,09:22:31,15-12-2024
bbva,bank,3.636,-0.037,3.81,0.01,09:42:04,15-12-2024
bcp,bank,3.684,-0.008,3.773,-0.007,09:42:04,15-12-2024
Interbank,bank,3.69,-0.017,3.77,0.002,09:42:04,15-12-2024
nacion,bank,3.69,0.01,3.77,0.01,09:42:04,15-12-2024
scotiabank,bank,3.71,-0.012,3.75,-0.003,09:42:04,15-12-2024
Yuan,currency,0.51,-0.01,0.58,0.0,09:42:04,15-12-2024
canada,currency,2.48,0.02,2.68,0.0,09:42:04,15-12-2024
euro ocoña,currency,4.025,-0.004,4.05,0.0,09:42:04,15-12-2024
Libra,currency,4.755,-0.015,4.885,-0.005,09:42:04,15-12-2024
bbva,bank,3.636,-0.037,3.81,0.01,10:24:17,15-12-2024
bcp,bank,3.684,-0.008,3.773,-0.007,10:24:17,15-12-2024
Interbank,bank,3.69,-0.017,3.77,0.002,10:24:17,15-12-2024
nacion,bank,3.69,0.01,3.77,0.01,10:24:17,15-12-2024
