name,type,buy_cost,buy_variation,sale_cost,sale_variation,time,day
bbva,bank,3.707,-0.032,3.87,0.002,08:27:29,17-11-2024
bcp,bank,3.758,0.0,3.844,0.0,08:27:29,17-11-2024
nacion,bank,3.76,0.0,3.83,0.0,08:27:29,17-11-2024
Interbank,bank,3.78,0.02,3.82,-0.02,08:27:29,17-11-2024
scotiabank,bank,3.785,0.0,3.817,-0.002,08:27:29,17-11-2024
Yuan,currency,0.5,0.0,0.585,0.0,08:27:29,17-11-2024
canada,currency,2.54,-0.06,2.72,-0.05,08:27:29,17-11-2024
euro ocoña,currency,4.13,0.01,4.15,0.0,08:27:29,17-11-2024
Libra,currency,4.92,0.0,5.06,0.0,08:27:29,17-11-2024
bbva,bank,3.707,-0.032,3.87,0.002,08:40:44,17-11-2024
bcp,bank,3.758,0.0,3.844,0.0,08:40:44,17-11-2024
nacion,bank,3.76,0.0,3.83,0.0,08:40:44,17-11-2024
Interbank,bank,3.78,0.02,3.82,-0.02,08:40:44,17-11-2024
scotiabank,bank,3.785,0.0,3.817,-0.002,08:40:44,17-11-2024
Yuan,currency,0.5,0.0,0.585,0.0,08:40:44,17-11-2024
canada,currency,2.54,-0.06,2.72,-0.05,08:40:44,17-11-2024
euro ocoña,currency,4.13,0.01,4.15,0.0,08:40:44,17-11-2024
Libra,currency,4.92,0.0,5.06,0.0,08:40:44,17-11-2024
bbva,bank,3.707,-0.032,3.87,0.002,09:21:44,17-11-2024
bcp,bank,3.758,0.0,3.844,0.0,09:21:44,17-11-2024
nacion,bank,3.76,0.0,3.83,0.0,09:21:44,17-11-2024
Interbank,bank,3.78,0.02,3.82,-0.02,09:21:44,17-11-2024
scotiabank,bank,3.785,0.0,3.817,-0.002,09:21:44,17-11-2024
Yuan,currency,0.5,0.0,0.585,0.0,09:21:44,17-11-2024
canada,currency,2.54,-0.06,2.72,-0.05,09:21:44,17-11-2024
euro ocoña,currency,4.13,0.01,4.15,0.0,09:21:44,17-11-2024
Libra,currency,4.92,0.0,5.06,0.0,09:21:44,17-11-2024
bbva,bank,3.707,-0.032,3.87,0.002,09:41:14,17-11-2024
bcp,bank,3.758,0.0,3.844,0.0,09:41:14,17-11-2024
nacion,bank,3.76,0.0,3.83,0.0,09:41:14,17-11-2024
Interbank,bank,3.78,0.02,3.82,-0.02,09:41:14,17-11-2024
scotiabank,bank,3.785,0.0,3.817,-0.002,09:41:14,17-11-2024
Yuan,currency,0.5,0.0,0.585,0.0,09:41:14,17-11-2024
canada,currency,2.54,-0.06,2.72,-0.05,09:41:14,17-11-2024
euro ocoña,currency,4.13,0.01,4.15,0.0,09:41:14,17-11-2024
Libra,currency,4.92,0.0,5.06,0.0,09:41:14,17-11-2024
bbva,bank,3.707,-0.032,3.87,0.002,10:23:09,17-11-2024
bcp,bank,3.758,0.0,3.844,0.0,10:23:09,17-11-2024
nacion,bank,3.76,0.0,3.83,0.0,10:23:09,17-11-2024
Interbank,bank,3.78,0.02,3.82,-0.02,10:23:09,17-11-2024
scotiabank,bank,3.785,0.0,3.817,-0.002,10:23:09,17-11-2024
Yuan,currency,0.5,0.0,0.585,0.0,10:23:09,17-11-2024
canada,currency,2.54,-0.06,2.72,-0.05,10:23:09,17-11-2024
euro ocoña,currency,4.13,0.01,4.15,0.0,10:23:09,17-11-2024
Libra,currency,4.92,0.0,5.06,0.0,10:23:09,17-11-2024
bbva,bank,3.707,-0.032,3.87,0.002,10:41:10,17-11-2024
bcp,bank,3.758,0.0,3.844,0.0,10:41:10,17-11-2024
nacion,bank,3.76,0.0,3.83,0.0,10:41:10,17-11-2024
Interbank,bank,3.78,0.02,3.82,-0.02,10:41:10,17-11-2024
scotiabank,bank,3.785,0.0,3.817,-0.002,10:41:10,17-11-2024
Yuan,currency,0.5,0.0,0.585,0.0,10:41:10,17-11-2024
canada,currency,2.54,-0.06,2.72,-0.05,10:41:10,17-11-2024
euro ocoña,currency,4.13,0.01,4.15,0.0,10:41:10,17-11-2024
Libra,currency,4.92,0.0,5.06,0.0,10:41:10,17-11-2024
bbva,bank,3.707,-0.032,3.87,0.002,11:27:25,17-11-2024
bcp,bank,3.758,0.0,3.844,0.0,11:27:25,17-11-2024
nacion,bank,3.76,0.0,3.83,0.0,11:27:25,17-11-2024
Interbank,bank,3.78,0.02,3.82,-0.02,11:27:25,17-11-2024
scotiabank,bank,3.785,0.0,3.817,-0.002,11:27:25,17-11-2024
Yuan,currency,0.5,0.0,0.585,0.0,11:27:25,17-11-2024
canada,currency,2.54,-0.06,2.72,-0.05,11:27:25,17-11-2024
euro ocoña,currency,4.13,0.01,4.15,0.0,11:27:25,17-11-2024
Libra,currency,4.92,0.0,5.06,0.0,11:27:25,17-11-2024
bbva,bank,3.707,-0.032,3.87,0.002,11:45:21,17-11-2024
bcp,bank,3.758,0.0,3.844,0.0,11:45:21,17-11-2024
nacion,bank,3.76,0.0,3.83,0.0,11:45:21,17-11-2024
Interbank,bank,3.78,0.02,3.82,-0.02,11:45:21,17-11-2024
scotiabank,bank,3.785,0.0,3.817,-0.002,11:45:21,17-11-2024
Yuan,currency,0.5,0.0,0.585,0.0,11:45:21,17-11-2024
canada,currency,2.54,-0.06,2.72,-0.05,11:45:21,17-11-2024
euro ocoña,currency,4.13,0.01,4.15,0.0,11:45:21,17-11-2024
Libra,currency,4.92,0.0,5.06,0.0,11:45:21,17-11-2024
bbva,bank,3.707,-0.032,3.87,0.002,12:21:00,17-11-2024
bcp,bank,3.758,0.0,3.844,0.0,12:21:00,17-11-2024
nacion,bank,3.76,0.0,3.83,0.0,12:21:00,17-11-2024
Interbank,bank,3.78,0.02,3.82,-0.02,12:21:00,17-11-2024
scotiabank,bank,3.785,0.0,3.817,-0.002,12:21:00,17-11-2024
Yuan,currency,0.5,0.0,0.585,0.0,12:21:00,17-11-2024
canada,currency,2.54,-0.06,2.72,-0.05,12:21:00,17-11-2024
euro ocoña,currency,4.13,0.01,4.15,0.0,12:21:00,17-11-2024
Libra,currency,4.92,0.0,5.06,0.0,12:21:00,17-11-2024
bbva,bank,3.707,-0.032,3.87,0.002,12:41:56,17-11-2024
bcp,bank,3.758,0.0,3.844,0.0,12:41:56,17-11-2024
nacion,bank,3.76,0.0,3.83,0.0,12:41:56,17-11-2024
Interbank,bank,3.78,0.02,3.82,-0.02,12:41:56,17-11-2024
scotiabank,bank,3.785,0.0,3.817,-0.002,12:41:56,17-11-2024
Yuan,currency,0.5,0.0,0.585,0.0,12:41:56,17-11-2024
canada,currency,2.54,-0.06,2.72,-0.05,12:41:56,17-11-2024
euro ocoña,currency,4.13,0.01,4.15,0.0,12:41:56,17-11-2024
Libra,currency,4.92,0.0,5.06,0.0,12:41:56,17-11-2024
bbva,bank,3.707,-0.032,3.87,0.002,13:30:52,17-11-2024
bcp,bank,3.758,0.0,3.844,0.0,13:30:52,17-11-2024
nacion,bank,3.76,0.0,3.83,0.0,13:30:52,17-11-2024
Interbank,bank,3.78,0.02,3.82,-0.02,13:30:52,17-11-2024
scotiabank,bank,3.785,0.0,3.817,-0.002,13:30:52,17-11-2024
Yuan,currency,0.5,0.0,0.585,0.0,13:30:52,17-11-2024
canada,currency,2.54,-0.06,2.72,-0.05,13:30:52,17-11-2024
euro ocoña,currency,4.13,0.01,4.15,0.0,13:30:52,17-11-2024
Libra,currency,4.92,0.0,5.06,0.0,13:30:52,17-11-2024
bbva,bank,3.707,-0.032,3.87,0.002,13:45:07,17-11-2024
bcp,bank,3.758,0.0,3.844,0.0,13:45:07,17-11-2024
nacion,bank,3.76,0.0,3.83,0.0,13:45:07,17-11-2024
Interbank,bank,3.78,0.02,3.82,-0.02,13:45:07,17-11-2024
scotiabank,bank,3.785,0.0,3.817,-0.002,13:45:07,17-11-2024
Yuan,currency,0.5,0.0,0.585,0.0,13:45:07,17-11-2024
canada,currency,2.54,-0.06,2.72,-0.05,13:45:07,17-11-2024
euro ocoña,currency,4.13,0.01,4.15,0.0,13:45:07,17-11-2024
Libra,currency,4.92,0.0,5.06,0.0,13:45:07,17-11-2024
bbva,bank,3.707,-0.032,3.87,0.002,14:18:38,17-11-2024
bcp,bank,3.758,0.0,3.844,0.0,14:18:38,17-11-2024
nacion,bank,3.76,0.0,3.83,0.0,14:18:38,17-11-2024
Interbank,bank,3.78,0.02,3.82,-0.02,14:18:38,17-11-2024
